Tweet,Suicide,Contains_Special_Characters,Length,Stopword_Proportion
Is on the train more shopping Yay,Not Suicide post,False,7,0.5714285714285714
Gooooooood morning!,Not Suicide post,True,2,0.0
is about to do paper works at the eve of his birthnight! http://plurk.com/p/n0t0c,Not Suicide post,True,13,0.6153846153846154
overwhelmed and enjoy it,Not Suicide post,False,4,0.5
 todd loves steps,Not Suicide post,False,3,0.0
 I love you I love you ð¥â¤ï¸,Not Suicide post,True,7,0.5714285714285714
Chillin with Lucy...beautiful day today,Not Suicide post,True,5,0.2
 obviously,Not Suicide post,False,1,0.0
i wanna go to sleep forever and never wake up im so tired,Potential Suicide post,False,13,0.38461538461538464
 I know that's real. My bf fell asleep &amp; I'm editing video... XO,Not Suicide post,True,13,0.15384615384615385
can't find any nice words for a .tel domain http://wortsuchen.de/ends-with-by-length/tel/ haha,Not Suicide post,True,11,0.2727272727272727
" I hate myself, and my damn autocorrect ð",Potential Suicide post,True,8,0.375
is off to Dundrum with Martin,Not Suicide post,False,6,0.6666666666666666
 I had to unexpectedly put down one of my rabbits last week and it hurts like hell. It's bad enough whenâ¦ https://t.co/txOkQtHTs4,Potential Suicide post,True,22,0.4090909090909091
just got out of the shower. nothing says 'wake up' like body lotion in your hair,Not Suicide post,True,16,0.375
 what was channel and time of prog politicians with no formal training bathe in SIMPLEXITY a la CNUTROY!!!!,Not Suicide post,True,18,0.4444444444444444
after im gonna have a lok in d argos catalouge 4 summ bday pressies or look online,Not Suicide post,False,17,0.35294117647058826
"is reading through some interesting articles on our own Extranet, surprisingly good stuff",Not Suicide post,True,13,0.46153846153846156
 and then i stole that shirt. and sold it on ebay,Not Suicide post,True,11,0.6363636363636364
 Oh sounds like a top movie Really? I don't know who that is but they should hah.,Not Suicide post,True,17,0.5294117647058824
Morninggggg how am i just up now when my alarm went off two hours a go...,Not Suicide post,True,16,0.625
 You too,Not Suicide post,False,2,1.0
I only have like few of thesis chapter to go and like its oso like already filled in but my lazy ass being extra daâ¦ https://t.co/6Y6UzBwbsR,Potential Suicide post,True,26,0.46153846153846156
watching Arthur cos I'm way cool,Not Suicide post,True,6,0.0
RT :  Can this please be over with? I'm tired of everything from  to my coffee maker have a popup telâ¦,Potential Suicide post,True,21,0.47619047619047616
" My commiserations, is it as bad as I had heard it is?",Not Suicide post,True,12,0.6666666666666666
Somebody just please kill me before my life gets any more stupid?,Potential Suicide post,True,12,0.5
" hey ho, jared! I'm vegan too...hope you're all right",Not Suicide post,True,9,0.2222222222222222
Eating kebab in the sun. Sounds like a bad song title. Ha! That one too,Not Suicide post,True,15,0.3333333333333333
Thanks  and  for the Enternships.com plugs,Not Suicide post,True,6,0.5
"IVE LOST A LOT OF INTEREST IN NASCAR AND DONT THINK I WILL TWEET FROM HERE MUCH ANYMORE. IF YOU STILL WANT TO BE FRIENDS OR SOMETHING, YOU CAN FOLLOW MY LESS POPULAR TWITTER PAGE: . WE CAN BE FRIENDS THERE.",Potential Suicide post,True,41,0.4634146341463415
wow i want to die! somebody fucking kill me! PLEASE! https://t.co/oyySkOcTE0,Potential Suicide post,True,11,0.18181818181818182
 tweet dreams,Not Suicide post,False,2,0.0
Playing the clarinet makes me happy,Not Suicide post,False,6,0.3333333333333333
Found st thomas'and waiting,Not Suicide post,True,4,0.0
RT : #NeverForget who keeps you &amp; your family safe &amp; free ðºð¸      https://t.co/z21HWgPaYn,Not Suicide post,True,14,0.21428571428571427
RT : Completely devestated by the fires affecting my community. I am one of the lucky ones. My animals and LOVE OF MY LIFE madeâ¦,Not Suicide post,True,25,0.44
busy day...update tonight,Not Suicide post,True,3,0.0
Michael Jackson is a sad existance of a man.. I've already met Alanis so Prince is my last hope.. Keep The Faith..,Not Suicide post,True,22,0.36363636363636365
 Hello back at ya and Thank you!,Not Suicide post,True,7,0.2857142857142857
"Ruby, ruby, ruby, ruby!!!: Just taken delivery of my new 'Beginning Ruby' book! Whoop whoop - another languag.. http://tinyurl.com/cd29ar",Not Suicide post,True,19,0.15789473684210525
" Sounds pretty fine to me and very pleased to hear that creepy is your cup of tea, too!",Not Suicide post,True,18,0.5
 malese answered my question on twitter! check it outt on malese her twitter it's about youu !,Not Suicide post,True,17,0.4117647058823529
Wheat Thins and Diet Dr. Pepper = breakfast of champions...or people who wake-up late and grab the first thing they can find...,Not Suicide post,True,22,0.3181818181818182
She was tired.,Not Suicide post,True,3,0.6666666666666666
RT : Choose a job you Love and you will never have to work a day in your life. Happy future our amazing students,Not Suicide post,True,24,0.4583333333333333
  hope you guys have a safe flight,Not Suicide post,False,7,0.42857142857142855
I think Iâm going to redecorate my living room but Iâm tired of moving stuff around,Potential Suicide post,True,16,0.3125
 ?????,Not Suicide post,True,1,0.0
",,fuck this shit i want to be dead so i dont have to be here anymore https://t.co/1M6PZKhT9v",Potential Suicide post,True,17,0.5882352941176471
i have been reading about a group called dignitas in switzerland they provide assisted suicide via drugs that the member you have to become a member administers themselves anyone have any insight on americans travelling there for this purpose apparently they have helped many british and german citizens pass peacefully ,Potential Suicide post,False,50,0.46
",Portland, OR,every kid has had a tantrum today i dont want to be here i dont want to hear anymore crying i just want to go home and pet my dog",Potential Suicide post,True,31,0.45161290322580644
" Oh, the puns. The bad, bad puns. I think I'll quite like the new clear sounds though x",Not Suicide post,True,18,0.2222222222222222
 These things are literally an everyday occurrence for my family ever since my parents came to this country. Itâ¦ https://t.co/TYCbrfobGC,Potential Suicide post,True,20,0.4
Reminder: SR Release date set for Easter Sunday,Not Suicide post,True,8,0.125
RT : I'm so fucking tired of living I'm not smart I'm not athletic I'm not attractive I'm not talented I just have this fucking tâ¦,Potential Suicide post,True,26,0.38461538461538464
work slave i really feel like my only purpose in life is to make a higher man money parents forcing me through college and i have too much on my plate i owe a lot of money i know this is the easy way out but i am really tired all of these issues are on top of dealing with tensions in america as well i want to rest,Potential Suicide post,False,69,0.5362318840579711
 of course!,Not Suicide post,True,2,0.5
"#FreeKaavan Another year has passed and I am still alone, sad and suffering. Will I ever live with dignity? Or willâ¦ https://t.co/0oWffNaMQb",Potential Suicide post,True,22,0.4090909090909091
 and  (Briar Copywriting)- an awesome combination,Not Suicide post,True,6,0.3333333333333333
what now so i am 17 everyone knows i want to kill myself but nobody really acknowledges it as though even if i did it it would just be inevitable and nobody would give a shit which is true and i amfucking sick its been like 3 years of suicidal thoughts but over time theyve become disgustingly close to becoming reality and i am fucking scared i just want to die you know maybe i will,Potential Suicide post,False,76,0.5131578947368421
arreeyy.. mad - o - wat..i'm wit u.. coz maine bhi.. intro hi start kiya,Not Suicide post,True,15,0.06666666666666667
my life has no purpose i am broke lonely and miserable i am so my life is a sack of shit my family legitimately hate me i am poor i have some friends but dont hear from them unless i get in touch first i have been single for almost a decade generally i am ok with being single but depression grinds my world to a halt doctors dont help me nobody around me seems to understand this has gone on for 30 years i am tired cant do it any more i just want to lay down and die quietly all i want in life is to disappear,Potential Suicide post,False,109,0.5596330275229358
phillies game with becca tonight,Not Suicide post,False,5,0.2
 Lol I love it!!!,Not Suicide post,True,4,0.25
RT : iâm so tired of living in a country that has become about taking sides. bitch can we all just love and respect each otherâ¦,Potential Suicide post,True,26,0.5
 : have a nice day to,Not Suicide post,True,6,0.5
 i love jesus too and im getting ready for school (&lt;3),Not Suicide post,True,11,0.36363636363636365
"Update on my phone real quick, it was in my car the whole god damn time. I really fucking hate myself. https://t.co/msTC1tVqOA",Potential Suicide post,True,22,0.36363636363636365
RT : Jimin is so happy. I love him. #Jimin  https://t.co/e1IIA610tB,Not Suicide post,True,11,0.2727272727272727
"You take time to think about a date, but I want to take you out tomorrow to look at engagement rings.",Not Suicide post,True,21,0.5238095238095238
is a bit happier. She found her Chanel sunglasses.,Not Suicide post,True,9,0.4444444444444444
Adam Sandler before he became shit predicted my future mental state...,Potential Suicide post,True,11,0.2727272727272727
RT : Incredibly sad and poignant story about suicide https://t.co/u73vm5KVxK,Potential Suicide post,True,10,0.2
"I GOT MY BOX!!!!!!!!!!!!! i'll pick it up tomorrow, priscilla! ",Not Suicide post,True,10,0.4
"RT : My brother died from depression. He also frequently exercised, had supportive friends/family, was successful in school &amp; iâ¦",Not Suicide post,True,20,0.3
"RT : Just keep going forward, no matter what #Motivation #Success #Life",Not Suicide post,True,12,0.25
My life is way too good for me to feel so angry and miserable all the time,Potential Suicide post,False,17,0.5882352941176471
i don't wanna fucking be here anymore,Potential Suicide post,True,7,0.5714285714285714
